word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,affiliation,compound,pos,neg,neu,frequency,sentiment
house,children,medical,equipment,nicole,boiling,wiping,filtering,human,bodies,Left,0.0,0.0,0.0,1.0,3689,Neutral
back,carved,mohawk,his,match,nicole,laughed,dane,fifteen,years,Left,0.5,0.107,0.0,0.893,520,Positive
extra,day,”,julia,kind,honest,“,”,she,said,Left,0.8,0.242,0.0,0.758,254,Positive
side,seconds,could,hack,initials,patterns,free,ran,tournaments,keen,Left,0.7,0.195,0.0,0.805,455,Positive
immediate,success,twenties,sagged,thirties,time,heights,postwar,boom,duncan,Left,0.6,0.129,0.0,0.871,486,Positive
loops,august,two,days,babe,died,never,worked,hard,anything,Left,-0.6,0.0,0.172,0.828,208,Negative
”,every,trick,sudden,death—one,eliminated,ended,“,loop,loop,Left,-0.1,0.0,0.05,0.95,152,Negative
quaintly,cracked,rhetoric,baroque,inflammatory,hoffman,’,jerry,rubin,’,Left,0.0,0.0,0.0,1.0,3689,Neutral
spirocheta,pallida,rattus,norvegicus,follows,support,aid,abet,whole,catalog,Left,0.4,0.097,0.0,0.903,762,Positive
obscurity,remembers,william,dudley,pelley,dilling,even,joe,mcwilliams,yet,Left,0.0,0.0,0.0,1.0,3689,Neutral
simply,unworkable,ought,replaced,something,whose,nature,dimly,adumbrated,new,Left,0.0,0.0,0.0,1.0,3689,Neutral
sans,reproche,harry,thaw,bill,great,mouthpiece,defended,eminent,hoods,Left,0.6,0.141,0.0,0.859,486,Positive
back,hangman,louis,xi,called,rit,brightened,last,moments,his,Left,0.5,0.11,0.0,0.89,520,Positive
brightened,last,moments,his,customers,jests,good,natured,badinage,partner,Left,0.7,0.2,0.0,0.8,455,Positive
oh,calcutta,abie,’,irish,kunstler,his,disciples,naturally,prefer,Left,0.0,0.0,0.0,1.0,3689,Neutral
puts,sentence,execution,effectually,particularly,hipkins,scourge,soundly,woman,since,Left,0.1,0.049,0.0,0.951,197,Positive
hummel,first,hire,appealing,young,front,courtroom,clutching,infant,weeping,Left,-0.4,0.0,0.104,0.896,256,Negative
odetta,trailing,incense,guitar,voice,hoffman,singing,tape,sent,underground,Left,0.0,0.0,0.0,1.0,3689,Neutral
thing,came,mind,heard,last,phil,ochs,hanged,himself,age,Left,0.0,0.0,0.0,1.0,3689,Neutral
political,radical,loved,john,wayne,murphy,william,buckley,guevara,split,Left,0.6,0.135,0.0,0.865,486,Positive
farge,john,sebastian,richard,fariña,sainte,marie,dave,ronk,dozen,Left,0.0,0.0,0.0,1.0,3689,Neutral
eighteen,got,ruptured,spleenand,always,purse,got,eyes,like,bat,Left,0.4,0.091,0.0,0.909,762,Positive
songs,“,phil,ochs,checked,blood,his,clothes,looked,dirty,Left,-0.4,0.0,0.108,0.892,256,Negative
showed,party,followed,concert,whirled,greenwich,village,semi,famous,folkie,Left,0.4,0.097,0.0,0.903,762,Positive
usual,ovation,ochs,tempered,mood,beautiful,mournful,ballad,followed,’,Left,0.3,0.132,0.088,0.78,433,Positive
write,back,elvis,presley,buddy,johnny,cash,webb,pierce,ray,Left,0.0,0.0,0.0,1.0,3689,Neutral
performer,sixties,several,steps,beyond,fonda,dick,gregory,wrote,topical,Left,-0.5,0.0,0.117,0.883,272,Negative
roommate,glover,became,folk,singer,“,father,always,far,left,Left,0.0,0.0,0.0,1.0,3689,Neutral
’,hit,ochs,wanted,badly,baez,made,hit,single,his,Left,-0.5,0.0,0.114,0.886,272,Negative
sebastian,richard,fariña,buffy,sainte,dave,ronk,dozen,others,drawn,Left,0.0,0.0,0.0,1.0,3689,Neutral
swing,kingston,trio,limeliters,paul,singing,silky,smooth,variations,traditional,Left,0.0,0.0,0.0,1.0,3689,Neutral
seeger,tim,hardin,eric,andersen,yarrow,david,blue,oscar,brand,Left,0.0,0.0,0.0,1.0,3689,Neutral
hill,blind,lemon,jefferson,aunt,jackson,leadbelly,suffered,poverty,starvation,Left,-0.8,0.0,0.286,0.714,93,Negative
felt,forum,pay,respects,turbaned,trailing,incense,guitar,voice,abbie,Left,0.2,0.083,0.051,0.866,321,Positive
old,left,irritated,f,stone,microphone,took,ochs,task,nonetheless,Left,-0.5,0.0,0.111,0.889,272,Negative
hope,every,colored,boy,becomes,’,talk,revolutionthat,’,going,Left,0.4,0.112,0.0,0.888,762,Positive
’,write,good,song,dust,whorehouse,unless,”,generation,young,Left,0.2,0.107,0.078,0.815,321,Positive
guevara,split,vision,double,nature,rebel,day,santiago,visit,jerry,Left,0.1,0.072,0.058,0.87,197,Positive
phil,ochs,fraction,minute,happened,night,chicago,coliseum,across,town,Left,0.0,0.0,0.0,1.0,3689,Neutral
dashes,every,refrain,“,’,’,nothing,”,“,prison,Left,-0.5,0.0,0.142,0.858,272,Negative
dreamer,loner,middle,child,dr,jacob,ochs,born,paso,raised,Left,-0.3,0.0,0.084,0.916,263,Negative
sun,movie,ended,lewt,his,killing,“,classic,ending,classic,Left,-0.7,0.0,0.155,0.845,128,Negative
sort,job,needed,wear,gloves,x,acto,knife,his,back,Left,0.0,0.0,0.0,1.0,3689,Neutral
’,contribute,generously,year,’,happened,sunshine,readers,nonprofit,provided,Left,0.7,0.214,0.0,0.786,455,Positive
“,’,t—,”,“,honey,”,“,heard,him,Left,0.0,0.0,0.0,1.0,3689,Neutral
might,drunk,beers,’,gold,state,trooper,produced,dreaded,breathalyzer,Left,-0.7,0.0,0.21,0.79,128,Negative
boots,lee,lees,world,tended,giant,guys,dingo,woman,sneakers,Left,0.0,0.0,0.0,1.0,3689,Neutral
long,bomb,hail,mary,fulla,help,win,stock,car,race,Left,0.6,0.236,0.097,0.667,486,Positive
lee,”,she,said,“,’,”,slap,followed,thump,Left,0.2,0.071,0.0,0.929,321,Positive
’,educated,guts,thursday,night,would,easy,pickings,matter,snowbirds,Left,0.5,0.148,0.0,0.852,520,Positive
past,sound,sixteen,wheelers,passing,morning,turned,toward,’,room,Left,0.0,0.0,0.0,1.0,3689,Neutral
tonight,going,long,bomb,hail,fulla,grace,help,win,stock,Left,0.8,0.305,0.092,0.603,254,Positive
photos,always,wondered,buried,damp,soil,feeding,gators,glades,many,Left,0.0,0.0,0.0,1.0,3689,Neutral
generously,year,’,charity,happened,readers,nonprofit,provided,audiotape,texts,Left,0.7,0.196,0.0,0.804,455,Positive
would,woman,young,middle,age,still,alive,she,almost,certainly,Left,0.6,0.164,0.0,0.836,486,Positive
crying,pleading,dykstra,thought,’,’,know,makes,worse,’,Left,-0.7,0.0,0.228,0.772,128,Negative
numbers—,case,last,smiling,towheaded,fort,myers,disappeared,would,woman,Left,0.3,0.104,0.066,0.83,433,Positive
girl,fort,myers,disappeared,would,young,middle,age,she,still,Left,-0.2,0.0,0.071,0.929,234,Negative
great,treasures,europe,standing,front,sarto,madonna,harpies,”,uffizi,Left,0.8,0.231,0.0,0.769,254,Positive
movies,two,days,pearl,harbor,street,opened,broadway,price,role,Left,0.0,0.0,0.0,1.0,3689,Neutral
advertise,anything,milton,bradley,paul,burger,king,treasury,his,clients,Left,0.2,0.067,0.0,0.933,321,Positive
said,‘,message,even,pigeon,’,”,speech,sat,bar,Left,0.0,0.0,0.0,1.0,3689,Neutral
play,let,price,his,wife,browne,actress,piled,taxi,six,Left,0.3,0.088,0.0,0.912,433,Positive
among,his,credits,private,lives,essex,laura,dragonwyck,keys,kingdom,Left,0.4,0.091,0.0,0.909,762,Positive
dignified,space,comes,better,everyone,otherwise,get,three,lines,”,Left,0.7,0.21,0.0,0.79,455,Positive
four,played,prince,albert,opposite,hayes,victoria,regina,solid,broadway,Left,0.5,0.143,0.0,0.857,520,Positive
said,‘,oh,mr,rathbone,gingold,’,”,coral,roared,Left,0.0,0.0,0.0,1.0,3689,Neutral
credits,private,lives,elizabeth,essex,dragonwyck,keys,kingdom,brilliant,horror,Left,0.4,0.191,0.112,0.697,762,Positive
europe,standing,front,andrea,sarto,harpies,”,uffizi,burst,tears,Left,-0.2,0.0,0.073,0.927,234,Negative
house,made,movies,two,days,harbor,angel,street,opened,broadway,Left,0.0,0.0,0.0,1.0,3689,Neutral
albert,opposite,helen,hayes,victoria,solid,broadway,hit,ran,performances,Left,0.2,0.06,0.0,0.94,321,Positive
moves,stage,holding,single,yellow,demanding,glass,absinthe,talking,voice,Left,-0.2,0.0,0.071,0.929,234,Negative
hisssed,knew,found,niche,”,since,age,twenty,four,played,Left,0.3,0.091,0.0,0.909,433,Positive
prince,albert,opposite,helen,hayes,regina,solid,broadway,hit,ran,Left,0.2,0.06,0.0,0.94,321,Positive
award,married,two,years,later,australian,stunning,looking,sharp,knife,Left,0.7,0.203,0.0,0.797,455,Positive
wooden,leg,dragged,along,walk,done,head,toe,leopard,skin,Left,-0.1,0.0,0.046,0.954,152,Negative
monster,image,”,asked,young,press,conference,wilkes,barre,lecture,Left,0.0,0.0,0.0,1.0,3689,Neutral
evenings,oscar,wilde,episodes,bionic,list,among,his,credits,private,Left,0.4,0.091,0.0,0.909,762,Positive
”,consider,day,thirty,shooting,barbeau,murdered,holbrook,husband,romero,Left,-0.7,0.0,0.155,0.845,128,Negative
script,stephen,king,whose,novels,shining,became,stunning,films,brian,Left,0.4,0.094,0.0,0.906,762,Positive
’,study,green,leather,chairs,whiskey,decanter,secretary,clock,ticking,Left,0.0,0.0,0.0,1.0,3689,Neutral
photography,creepshow,well,romero,’,dead,knightriders,script,changed,ironic,Left,-0.6,0.07,0.194,0.736,208,Negative
day,”,lettering,vanishes,splash,becomes,freeze,frame,actors,move,Left,0.1,0.048,0.0,0.952,197,Positive
say,“,nothing,’,wrong,everything,’,fine,”,camera,Left,0.5,0.179,0.0,0.821,520,Positive
“,action,”,barbeau,scowls,looks,intoxicated,randy,slatternly,she,Left,0.0,0.0,0.0,1.0,3689,Neutral
reciting,his,lines,mutter,makeup,smears,stage,blood,weaver,’,Left,0.0,0.0,0.0,1.0,3689,Neutral
might,get,frisson,second,side,road,smidgen,“,third,stone,Left,0.0,0.0,0.0,1.0,3689,Neutral
his,neck,rigid,like,curious,conversation,felt,jerky,fractionated,long,Left,0.5,0.164,0.051,0.785,520,Positive
hair,bizarro,fifties,style,stare,fashion,model,stare,devo,stare,Left,0.0,0.0,0.0,1.0,3689,Neutral
little,better,thing,his,girlfriend,lutz,present,byrne,looser,joked,Left,0.6,0.17,0.0,0.83,486,Positive
small,house,dallas,house,hot,back,street,marginal,neighborhood,story,Left,0.0,0.0,0.0,1.0,3689,Neutral
his,age,look,alike,resembles,seems,true,matter,light,mood,Left,0.4,0.14,0.0,0.86,762,Positive
fastened,straw,charlie,chan,summer,clear,throats,“,somehow,get,Left,0.4,0.098,0.0,0.902,762,Positive
behind,times,fact,took,incredible,control,originality,move,way,byrne,Left,0.0,0.0,0.0,1.0,3689,Neutral
black,hair,surprisingly,liberally,streaked,would,standard,scotch,irish,dark,Left,0.3,0.081,0.0,0.919,433,Positive
casting,decision,room,along,him,murphy,his,producer,vickie,thomas,Left,0.0,0.0,0.0,1.0,3689,Neutral
argues,listens,unthreatened,think,hilly,owner,cbgb,’,told,byrne,Left,-0.4,0.0,0.098,0.902,256,Negative
project,conversely,impolite,intrusion,woodsy,landscape,may,things,yet,even,Left,-0.4,0.0,0.094,0.906,256,Negative
friend,risd,army,general,drums,weymouth,daughter,retired,admiral,bass,Left,0.7,0.186,0.0,0.814,455,Positive
air,conditioned,ceilings,high,floors,cotta,ceiling,fans,turn,slowly,Left,0.0,0.0,0.0,1.0,3689,Neutral
suddenly,band,incarnation—just,three,them—byrne,weymouth,bass,chris,frantz,drums,Left,0.0,0.0,0.0,1.0,3689,Neutral
him,karen,murphy,his,producer,thomas,his,casting,director,choice,Left,0.0,0.0,0.0,1.0,3689,Neutral
shirt,torn,jaggedly,neck,sleeves,quite,attractive,nevertheless,skin,pale,Left,0.3,0.109,0.069,0.823,433,Positive
object,ironic,part,town,young,behind,counter,spiky,hair,black,Left,-0.1,0.0,0.057,0.943,152,Negative
enormous,height,like,primeval,featherless,dodges,his,spine,contorts,his,Left,0.4,0.091,0.0,0.909,762,Positive
go,bar,tunisia,notice,bartender,first,frenchman,orders,bloody,mary,Left,-0.4,0.0,0.104,0.896,256,Negative
python,tours,rabid,python,followings,australia,surprising,thing,happened,john,Left,0.3,0.077,0.0,0.923,433,Positive
his,wife,american,writer,actress,booth—,idea,took,took,couple,Left,0.0,0.0,0.0,1.0,3689,Neutral
admits,“,still,lingering,craving,tweedy,english,respectability,yes,things,Left,0.8,0.274,0.0,0.726,254,Positive
looking,shoulders,trying,see,anyone,smiling,sudden,decided,funny,started,Left,0.7,0.197,0.0,0.803,455,Positive
expresses,grave,unease,spectacle,“,aging,dressed,chickens,”,accordingly,Left,-0.6,0.0,0.194,0.806,208,Negative
character,phil,silvers,sergeant,bilko,gleason,ralph,kramden,cleese,fawlty,Left,0.0,0.0,0.0,1.0,3689,Neutral
says,“,envy,greed,malice,narrowness,stupidity,”,arguably,course,Left,-0.8,0.0,0.327,0.673,93,Negative
camel,first,frenchman,orders,bloody,second,says,’,camel,says,Left,-0.4,0.0,0.108,0.892,256,Negative
polished,manners,adores,spectacle,overtried,crossing,line,desperate,sanguinary,rage,Left,-0.5,0.083,0.187,0.73,272,Negative
his,second,season,’,become,writers,performers,still,cleese,maintains,Left,0.0,0.0,0.0,1.0,3689,Neutral
couple,years,ago,making,love,b,toklas,hollywood,drove,script,Left,0.6,0.149,0.0,0.851,486,Positive
radio,goon,show,year,married,hayes,nineteen,year,old,australian,Left,0.0,0.0,0.0,1.0,3689,Neutral
his,mother,’,exactly,welcome,open,arms,mother,law,she,Left,0.5,0.111,0.0,0.889,520,Positive
his,five,year,old,daughter,ekland,walked,room,talked,minute,Left,0.0,0.0,0.0,1.0,3689,Neutral
drink,his,flat,went,dinner,’,restaurant,friendly,showed,him,Left,0.5,0.118,0.0,0.882,520,Positive
ten,days,later,britt,swedish,type,euphemistically,known,starlet,she,Left,0.0,0.0,0.0,1.0,3689,Neutral
probably,understands,sellers,better,anyone,dennis,selinger,his,first,agent,Left,0.4,0.104,0.0,0.896,762,Positive
american,indians,appeared,late,mrs,roberts,british,medium,past,sellers,Left,0.0,0.0,0.0,1.0,3689,Neutral
say,go,hollywood,think,‘,going,hollywood,’,stayed,environment,Left,0.0,0.0,0.0,1.0,3689,Neutral
’,burnt,almond,color,light,leather,upholstery,high,performance,safe,Left,0.4,0.108,0.0,0.892,762,Positive
mother,impersonate,boadicea,joan,arc,nightingale,etc,knew,his,age,Left,0.0,0.0,0.0,1.0,3689,Neutral
’,leaving,next,week,south,’,going,buy,house,house,Left,0.0,0.0,0.0,1.0,3689,Neutral
’,great,city,divide,time,’,resident,switzerland,”,“,Left,0.6,0.163,0.0,0.837,486,Positive
old,american,blonde,played,giggly,hawn,obviously,elegant,charming,sophisticated,Left,0.9,0.415,0.0,0.585,100,Positive
watch,his,mother,impersonate,boadicea,arc,florence,nightingale,etc,knew,Left,0.0,0.0,0.0,1.0,3689,Neutral
exceptions,stanley,kubrick,directed,him,dr,strangelove,says,him,“,Left,0.0,0.0,0.0,1.0,3689,Neutral
admitted,crush,his,costar,sophia,’,new,pussycat,may,made,Left,-0.1,0.054,0.062,0.885,152,Negative
sellers,often,guest,kensington,palace,visits,him,set,whenever,filming,Left,0.0,0.0,0.0,1.0,3689,Neutral
’,birthday,”,asked,meant,quarry,lord,mancroft,’,stepdaughter,Left,0.0,0.0,0.0,1.0,3689,Neutral
appear,successively,fagin,bill,sykes,—but,actor,sharp,perception,could,Left,0.2,0.071,0.0,0.929,321,Positive
five,acres,gardens,staff,included,butler,valet,groom,two,gardeners,Left,0.0,0.0,0.0,1.0,3689,Neutral
book,started,glance,saw,picture,his,mother,started,cry,’,Left,-0.5,0.0,0.114,0.886,272,Negative
striptease,hamlet,dracula,king,kong,welch,whipping,topless,girl,galley,Left,0.0,0.0,0.0,1.0,3689,Neutral
roared,first,success,five,hits,’,put,foot,wrong,know,Left,0.2,0.124,0.104,0.772,321,Positive
bass,guitar,wants,film,editor,’,twelve,see,every,weekend,Left,0.0,0.0,0.0,1.0,3689,Neutral
’,admitted,crush,his,costar,loren,’,new,pussycat,may,Left,-0.1,0.056,0.064,0.88,152,Negative
topless,girl,galley,slaves,ringo,,,,,,Left,0.0,0.0,0.0,1.0,3689,Neutral
anyone,ever,completely,happy,”,his,five,year,old,daughter,Left,0.6,0.142,0.0,0.858,486,Positive
example,filial,devotion,“,yes,’,dead,since,”,friend,Left,0.6,0.276,0.134,0.59,486,Positive
”,“,find,since,death,able,consult,”,“,yes,Left,-0.3,0.102,0.147,0.752,263,Negative
north,american,indians,appeared,late,estelle,roberts,british,medium,past,Left,0.0,0.0,0.0,1.0,3689,Neutral
b,toklas,hollywood,drove,script,tears,set,she,wearing,purple,Left,-0.2,0.0,0.073,0.927,234,Negative
living,locate,lost,objects,recently,know,cited,positive,proof,communication,Left,0.3,0.12,0.077,0.803,433,Positive
verge,hysteria,imagine,finding,anyone,much,fun,work,banal,tribute,Left,0.1,0.109,0.096,0.795,197,Positive
dudley,remembered,already,paid,aunt,buried—at,least,twice—and,came,conclusion,Left,0.0,0.0,0.0,1.0,3689,Neutral
him,study,music,organ,scholarship,college,oxford,thereby,left,milieu,Left,0.0,0.0,0.0,1.0,3689,Neutral
moore,moore,looking,cook,next,first,came,america,’,attention,Left,0.0,0.0,0.0,1.0,3689,Neutral
question,“,’,filmous,fame,”,favorite,moments,his,describing,Left,0.7,0.219,0.0,0.781,455,Positive
worth,least,his,ex,wife,lives,another,house,worth,perhaps,Left,0.4,0.137,0.0,0.863,762,Positive
books,psychology,novel,someone,like,woolf,thrown,insomniac,refuses,sleeping,Left,0.6,0.167,0.0,0.833,486,Positive
stories,forecourt,’,sure,day,’,fall,four,stories,fives,Left,0.3,0.091,0.0,0.909,433,Positive
greediness,capable,generous,point,lunacy,friends,gardeners,even,strangers,known,Left,0.7,0.267,0.08,0.653,455,Positive
congress,python,gets,absolutely,coverage,fly,eezi,flight,lands,london,Left,0.0,0.0,0.0,1.0,3689,Neutral
billion,dollars,contestant,quiet,little,called,mr,thieu,wish,him,Left,0.4,0.097,0.0,0.903,762,Positive
tea,room,hope,catch,glimpse,streisand,karl,malden,anyone,else,Left,0.4,0.104,0.0,0.896,762,Positive
box,money,box,six,contestants,goes,dollar,bills,blown,money,Left,0.0,0.0,0.0,1.0,3689,Neutral
california,tourist,department,elysian,heights,hills,’,eye,ranges,sights,Left,0.0,0.0,0.0,1.0,3689,Neutral
barbra,streisand,karl,malden,anyone,slightly,odd,nose,dining,tonight,Left,-0.3,0.0,0.075,0.925,263,Negative
star,prize,moment,jackpot,huge,contestant,recite,full,every,american,Left,0.7,0.189,0.0,0.811,455,Positive
nearly,quarter,hour,called,“,livered,fruits,”,“,welfare,Left,0.0,0.0,0.0,1.0,3689,Neutral
contestants,lick,money,famous,hollywood,finally,enormous,money,grand,giveaway,Left,0.5,0.107,0.0,0.893,520,Positive
seen,movies—,somehow,today,different,,,,,,Left,0.0,0.0,0.0,1.0,3689,Neutral
day,northeast,say,see,home,made,moulded,plastic,base,arm,Left,0.0,0.0,0.0,1.0,3689,Neutral
’,back,day,two,desperate,screaming,room,burning,like,crematorium,Left,-0.3,0.085,0.167,0.748,263,Negative
,,,,,,,,,,Left,0.0,0.0,0.0,1.0,3689,Neutral
side,side,back,forth,like,’,his,knee,rose,higher,Left,0.4,0.094,0.0,0.906,762,Positive
vans,except,trailers,windows,seats,passengers,country,’,conventional,buses,Left,0.0,0.0,0.0,1.0,3689,Neutral
apt,find,fault,himself,someone,worries,lot,subject,unbidden,apprehensions,Left,-0.8,0.0,0.243,0.757,93,Negative
lid,filthy,children,’,clothes,whose,blades,’,turn,anymore,Left,0.0,0.0,0.0,1.0,3689,Neutral
buy,“,need,yuppie,places,cigars,”,said,thought,arrived,Left,0.0,0.0,0.0,1.0,3689,Neutral
play,guitar,anymore,lives,santa,california,mainly,plays,himself,people,Left,0.5,0.155,0.0,0.845,520,Positive
company,necks,bodies,inlaid,mother,dragons,death,’,heads,devils,Left,-0.8,0.0,0.248,0.752,93,Negative
like,bird,’,his,knee,higher,higher,his,foot,pounding,Left,0.4,0.094,0.0,0.906,762,Positive
sharp,cheekbones—not,long,ago,movie,offered,keep,them—and,time,time,Left,0.0,0.0,0.0,1.0,3689,Neutral
his,nature,taken,his,wife,married,almost,thirty,years,temperament,Left,0.0,0.0,0.0,1.0,3689,Neutral
since,classmates,seventh,grade—that,year,joachim,performed,together,school,’,Left,0.0,0.0,0.0,1.0,3689,Neutral
collection,suave,spry,elegantly,accomplished,nearly,twenty,altogether,set,shop,Left,0.8,0.277,0.0,0.723,254,Positive
,,,,,,,,,,Left,0.0,0.0,0.0,1.0,3689,Neutral
shout,electrified,stadium,“,woo,”,steve,shouted,“,’,Left,0.5,0.129,0.0,0.871,520,Positive
motown,“,’,got,started,gordy,billie,jean,brown,motown,Left,0.0,0.0,0.0,1.0,3689,Neutral
go,stevie,gon,go,get,stuff,bubble,gum,stuff,ride,Left,0.0,0.0,0.0,1.0,3689,Neutral
weeks,nearly,killed,accident,north,car,riding,ran,rear,lumber,Left,-0.8,0.0,0.241,0.759,93,Negative
string,hits,signed,sealed,delivered,amour,uptight,made,love,stevie,Left,0.4,0.136,0.084,0.779,762,Positive
black,kid,“,hey,wan,”,little,white,urban,jewish,Left,0.0,0.0,0.0,1.0,3689,Neutral
