word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,word16,affiliation,compound,pos,neg,neu,frequency,sentiment
jacket,limited,edition,big,bang,“,hills,”,edition,pieces,specific,edition,Left,-0.2,0.0,0.066,0.934,240,Negative
watch,may,useful,icebreaker,ball,heads,hornets,team,owner,michael,jordan,proud,Left,0.7,0.176,0.0,0.824,361,Positive
his,choice,put,him,good,company,stewart,john,mayer,big,casio,fans,Left,0.4,0.091,0.0,0.909,747,Positive
timexes,barack,obama,famously,wore,jorg,given,him,his,secret,service,detail,Left,0.0,0.0,0.0,1.0,3153,Neutral
”,courtesy,phillips,stallone,rm,with—what,—a,pink,gold,skull,courtesy,phillipsso,Left,0.6,0.156,0.0,0.844,517,Positive
consequentially,gave,panerai,fellow,action,flick,arnold,schwarzenegger,wore,watch,movie,eraser,Left,0.0,0.0,0.0,1.0,3153,Neutral
course,’,think,much,brought,multiple,sapphire,set,daytonas,table,cops,wearing,Left,0.0,0.0,0.0,1.0,3153,Neutral
brands,produce,”,daytona,ultimate,crown,’,given,prize,winner,hours,daytona,Left,0.8,0.215,0.0,0.785,510,Positive
wife,caseback,reads,“,drive,slowly,”,watch,coming,auction,expected,demand,Left,-0.1,0.0,0.053,0.947,175,Negative
wife,caseback,reads,“,drive,slowly,”,watch,coming,auction,expected,demand,Left,-0.1,0.0,0.053,0.947,175,Negative
’,think,much,brought,multiple,diamond,set,daytonas,table,cops,wearing,frequently,Left,0.3,0.079,0.0,0.921,461,Positive
anyone,hung,around,weekend,update,segment,’,episode,could,missed,neon,yellow,Left,-0.3,0.0,0.073,0.927,291,Negative
orange,boy,”,rolex,submariner,patek,nautilus,radio,hits,autavia,deep,cut—if,Left,0.0,0.0,0.0,1.0,3153,Neutral
’,ceo,frederic,arnault,heritage,director,eberle,devaux,pair,spent,majority,time,Left,0.0,0.0,0.0,1.0,3153,Neutral
production,mcqueen,playing,pro,racer,michael,needed,watch,first,omega,speedmaster,caught,Left,0.2,0.058,0.0,0.942,347,Positive
things,really,attracted,things,avoid,huge,audemars,’,super,classy,even,get,Left,0.9,0.317,0.057,0.625,146,Positive
calendar,happen,three,favorites,white,black,gold,pretty,much,covers,anything,going,Left,0.7,0.176,0.0,0.824,361,Positive
aftermarket,either,patek,philippe,seeing,everyone,nautilus,proving,better,bieber,may,many,Left,0.4,0.091,0.0,0.909,747,Positive
live,performance,running,around,new,york,pants,outings,hailey,’,wearing,gold,Left,0.0,0.0,0.0,1.0,3153,Neutral
daytona,time,bieber,’,right,gothampatek,nautilusfor,world,touring,multimillionaire,popstar,bieber,Left,0.0,0.0,0.0,1.0,3153,Neutral
makes,megaaudemars,piguet,royal,oaksee,loves,might,ask,his,wife,really,make,Left,0.6,0.113,0.0,0.887,517,Positive
tees,hats,beanies,vests,backpacks,box,,,,,,,Left,0.0,0.0,0.0,1.0,3153,Neutral
along,markle,’,cartier,tank,documentary,story,princess,diana,’,former,butler,Left,0.0,0.0,0.0,1.0,3153,Neutral
shares,markle,even,marriage,harry,markle,iconic,watch,“,’,always,coveted,Left,0.3,0.075,0.0,0.925,461,Positive
richard,rm,celebrating,james,wore,“,todt,”,edition,richard,’,super,Left,0.8,0.233,0.0,0.767,510,Positive
cartier,tank,française,william,getting,hitched,middleton,brothers,swapped,jewelry,william,could,Left,0.0,0.0,0.0,1.0,3153,Neutral
pieces,others,’,paying,close,attention,markle,’,cartier,tank,françaisethere,’,Left,0.0,0.0,0.0,1.0,3153,Neutral
chiefs,’,super,bowl,win,alex,went,hublot,big,bang,women,’,Left,0.8,0.228,0.0,0.772,510,Positive
like,wearing,watch,john,mayer,’,calatrava,“,small,seconds,”,’,Left,0.4,0.091,0.0,0.909,747,Positive
former,butler,paul,burrell,says,year,died,sons,william,harry,allowed,choose,Left,-0.6,0.0,0.11,0.89,242,Negative
aluminum,model,year,savvy,addition,’,“,panda,”,dial,everyone,zenith,Left,0.0,0.0,0.0,1.0,3153,Neutral
indices,arabic,numerals,place,basically,everything,diamonds,lot,diamonds,aftermarket,customization,often,Left,0.0,0.0,0.0,1.0,3153,Neutral
palette,even,among,customs,hold,candle,thee,stallion,wore,saturday,night,live,Left,0.0,0.0,0.0,1.0,3153,Neutral
iibasketball,’,coolest,couple,celebrated,seattle,sweep,week,sideline,confetti,speckled,court,Left,0.6,0.117,0.0,0.883,517,Positive
made,small,artisanal,brands,give,something,entirely,opportunity,appreciate,individual,ingenuity,artistry,Left,0.7,0.171,0.0,0.829,361,Positive
watchmaker,horological,equivalent,small,cobbler,going,love,jordan,1s,watch,world,unique,Left,0.6,0.127,0.0,0.873,517,Positive
feat,engineering,delivers,incredible,chronometric,performance—viewed,caseback,among,stunning,calibers,ever,seen,Left,0.4,0.082,0.0,0.918,747,Positive
already,legendary,watches,planet,kevin,mazurbad,’,cartier,ballon,bleusome,watches,show,Left,0.0,0.0,0.0,1.0,3153,Neutral
type,details,serious,collectors,get,psyched,badolato,juventus,fcandrea,pirlo,’,custom,Left,-0.1,0.0,0.044,0.956,175,Negative
lot,squad—davis,himself,told,espn,reporter,nichols,“,lose,jerseys,feel,like,Left,-0.1,0.078,0.084,0.839,175,Negative
middle,september—but,time,anyway,plus,’,opportunity,dive,deeper,watch,juventus,coach,Left,0.4,0.091,0.0,0.909,747,Positive
supreme,athletes,like,mets,slugger,alonso,koepka,,,,,,Left,0.7,0.179,0.0,0.821,361,Positive
levy,virgil,abloh,’,custom,patek,nautilusabloh,point,customized,patek,philippe,nautilus,Left,0.0,0.0,0.0,1.0,3153,Neutral
times,create,tennis,racquet,effect,because…,tennis,player,richard,proof,sometimes,obvious,Left,0.3,0.068,0.0,0.932,461,Positive
existed,year,movie,came,universe,everything,advanced,exponentially,watches,remained,stasis,place,Left,0.2,0.065,0.0,0.935,347,Positive
jack,woltz,godfather,maybe,arrive,ralph,’,polo,pony,horsepower,serve,mascot,Left,0.0,0.0,0.0,1.0,3153,Neutral
ralph,lauren,stores,pieces,rolex,patek,vacheron,constantin,brand,launched,first,timepieces,Left,0.1,0.049,0.0,0.951,225,Positive
awakes,his,“,dream,”,wife,bieber,alongside,him,bed,wearing,pajamas,Left,0.2,0.069,0.0,0.931,347,Positive
old,rolex,released,anniversary,edition,piece,“,sunray,”,dial,piece,classic,Left,0.0,0.0,0.0,1.0,3153,Neutral
’,wearing,killer,watch,full,pop,mode,within,glamorous,fantasy,world,watch,Left,-0.2,0.095,0.124,0.78,240,Negative
watch,flawed,piece,history,treasure,nobody,could,ever,issues,final,installment,“,Left,0.3,0.073,0.0,0.927,461,Positive
jubilee,bracelet,seen,making,better,fit,ring,accepting,ceremonies,batman,truly,iconic,Left,0.9,0.295,0.0,0.705,146,Positive
rolex,datejustas,colleague,rachel,tashjian,covered,laced,dust,vmas,settled,celebrities,dressing,Left,0.0,0.0,0.0,1.0,3153,Neutral
winterjaden,smith,’,rolex,datejustas,colleague,tashjian,covered,molly,laced,dust,vmas,Left,0.0,0.0,0.0,1.0,3153,Neutral
kansas,city,chiefs,wrote,alongside,video,quarterback,unpacking,his,new,piece,bling,Left,0.0,0.0,0.0,1.0,3153,Neutral
dials,looked,like,something,’,collect,game,weeknd,wears,datejust,dial,made,Left,0.4,0.082,0.0,0.918,747,Positive
selected,watch,brand,nolan,movie,high,maybe,director,obsessed,time,nolan,means,Left,-0.2,0.0,0.055,0.945,240,Negative
movie,talk,christopher,nolan,movie,applies,actors,like,robert,pattinson,told,gq,Left,0.4,0.079,0.0,0.921,747,Positive
fire,”,months,ago,hamilton,ceo,stauffer,bound,secrecy,started,working,watches,Left,-0.3,0.0,0.079,0.921,291,Negative
world,halt,taking,annual,watch,show,,,,,,,Left,0.0,0.0,0.0,1.0,3153,Neutral
36mm,rolex,oyster,perpetual,way,cotton,pink,sunburst,orange,forest,green,reddish,Left,0.0,0.0,0.0,1.0,3153,Neutral
oyster,perpetuals,new,sky,dweller,crown,collection,undoubtedly,date,submariner,new,releases,Left,0.1,0.043,0.0,0.957,225,Positive
conceal,even,point,draper,’,wife,eventually,goes,get,watch,inscribed,getting,Left,0.0,0.0,0.0,1.0,3153,Neutral
pie,swaps,beat,pontiac,big,ass,gets,new,watch,partner,crime,jesse,Left,-0.8,0.0,0.2,0.8,120,Negative
natureally,tv,seinfeld,hardly,wears,anything,his,sitcom,run,‘,90s,seinfeld,Left,0.0,0.0,0.0,1.0,3153,Neutral
swag,class,draper,’,watches,focus,attention,mad,even,collaborated,jaeger,lecoultre,Left,-0.5,0.0,0.103,0.897,285,Negative
office—not,even,president,would,wear,watch,clinton,bush,wore,different,cheap,timex,Left,0.0,0.0,0.0,1.0,3153,Neutral
occasionally,appeared,rolex,submariner,gave,patek,gift,part,tony,stuck,watch,befitting,Left,0.2,0.088,0.061,0.851,347,Positive
wrist,emanuele,perronezlatan,ibrahimovic,’,patek,nautilus,1athe,following,quotes,zlatan,ibrahimovic,Left,0.0,0.0,0.0,1.0,3153,Neutral
blocks,classroom,spell,blm,background,perfect,cheeked,babe,kissed,photo,maybe,even,Left,0.7,0.179,0.054,0.767,361,Positive
hottest,menswear,status,symbol,game,literal,latest,watch,centric,supreme,releases,though,Left,0.6,0.11,0.0,0.89,517,Positive
expensive,wristwatch,ever,sold,million,patek,sold,last,november,holds,title,lot,Left,0.0,0.0,0.0,1.0,3153,Neutral
album—,“,halfway,works,shit,hit,”,—and,recent,months,’,finally,Left,-0.6,0.0,0.122,0.878,242,Negative
songs,would,try,differently,keith,richards,suddenly,find,mick,jagger,job,learned,Left,0.0,0.0,0.0,1.0,3153,Neutral
calling,his,connecticut,home,lives,wife,hansen,plus,two,daughters,two,dogs,Left,0.0,0.0,0.0,1.0,3153,Neutral
him,chappelle,’,youtube,special,past,comedian,mentioned,his,great,grandfather,born,Left,0.9,0.266,0.0,0.734,146,Positive
exclamation,point,day,worldwide,celebration,chappelle,occasion,minute,set—more,double,monologue,time,Left,0.0,0.0,0.0,1.0,3153,Neutral
shorter,squatter,ps5,still,looms,everything,looks,better,configure,vertically,said,ended,Left,0.3,0.089,0.049,0.862,461,Positive
fins,side,like,ps4,’,cosplaying,wall,’,distinctive,though,might,expense,Left,0.4,0.085,0.0,0.915,747,Positive
twitter,presence,felt,authentic,heavier,feuding,offering,relationship,advice,robert,pattinson,americans,Left,-0.4,0.0,0.082,0.918,260,Negative
“,unfiltered,”,trump,always,nothing,“,many,saying,best,character,writer,Left,0.6,0.139,0.0,0.861,517,Positive
lost,joni,ernst,six,points,kentucky,mcgrath,total,million,chest,three,times,Left,-0.3,0.0,0.073,0.927,291,Negative
instead,new,democratic,hopefuls,maine,south,kentucky,much,jones,’,staff,still,Left,0.0,0.0,0.0,1.0,3153,Neutral
trump,’,surprise,win,twitter,senator,booker,said,jones,’,victory,offered,Left,0.7,0.185,0.0,0.815,361,Positive
sun,coming,new,day,”,senator,warren,joined,tweeting,“,away,lesson,Left,0.0,0.0,0.0,1.0,3153,Neutral
million,entire,election,cycle,still,lost,ernst,six,points,kentucky,amy,mcgrath,Left,-0.3,0.0,0.073,0.927,291,Negative
”,iowa,example,democratic,senate,candidate,greenfield,added,million,campaign,coffers,q3,Left,0.0,0.0,0.0,1.0,3153,Neutral
three,times,jones,’,total,haul,still,lost,mcconnell,nearly,points,,Left,-0.3,0.0,0.076,0.924,291,Negative
present,“,compelling,scientific,nuggets,brain,,,,,,,Left,0.2,0.064,0.0,0.936,347,Positive
smells,tastes,predictions,let,read,squiggles,understand,letters,words,ideas,”,barrett,Left,0.0,0.0,0.0,1.0,3153,Neutral
screaming,she,someone,really,helped,us,putting,together,band,she,actually,track,Left,-0.4,0.0,0.082,0.918,260,Negative
remember,“,plan,b,”,aj,’,necessarily,biggest,tune,around,time,Left,0.0,0.0,0.0,1.0,3153,Neutral
autoimmune,”,“,pharmakon,amazing,artist,puts,together,really,intricate,seering,walls,Left,0.7,0.179,0.0,0.821,361,Positive
since,season,season,bokeem,woodbine,turned,worthy,performance,loquacious,mob,hitman,mike,Left,0.4,0.091,0.0,0.909,747,Positive
thrown,aside,time,time,like,everyone,tom,tykwer,wachowskis,’,opus,cloud,Left,0.4,0.082,0.0,0.918,747,Positive
undoubtedly,many,perceive,political,issue,impact,base,according,september,report,ringer,seven,Left,0.0,0.0,0.0,1.0,3153,Neutral
begin,opposed,engaging,people,fans,cofounder,phil,knight,came,spoke,teams,two,Left,0.3,0.076,0.0,0.924,461,Positive
’,documentary,diego,maradona,maradona,standing,locker,room,somewhere,argentina,waiting,interviewed,Left,0.0,0.0,0.0,1.0,3153,Neutral
hot,shit,squat,foot,legs,much,’,wearing,fur,coat,brownish,gray,Left,-0.6,0.0,0.114,0.886,242,Negative
else,’,wearing,fur,coat,brownish,black,stripes,big,enough,fit,someone,Left,0.4,0.082,0.0,0.918,747,Positive
know,people,drinking,every,night,nothing,”,said,“,point,lot,people,Left,0.0,0.0,0.0,1.0,3153,Neutral
‘,damn,supposed,’,”,jayson,tells,“,got,plans,got,nowhere,Left,-0.4,0.0,0.097,0.903,260,Negative
days,weird,“,like,‘,damn,bubble,’,”,taylor,rooks,host,Left,-0.2,0.084,0.147,0.769,240,Negative
even,toured,top,three,albums,year,baby,million,records,sold,came,january,Left,0.2,0.058,0.0,0.942,347,Positive
picked,couple,different,regions—new,york,dc,chicago—where,two,friends,started,working,record,Left,0.5,0.097,0.0,0.903,568,Positive
sister,trio,haim,big,thief,fronted,lenker,sonically,six,tracks,vary,wildly,Left,-0.5,0.0,0.105,0.895,285,Negative
solo,artists,fiona,apple,phoebe,bridgers,howard,grace,potter,sister,trio,haim,Left,0.4,0.088,0.0,0.912,747,Positive
rock,performance,three,female,solo,artists,apple,phoebe,bridgers,brittany,howard,grace,Left,0.4,0.088,0.0,0.912,747,Positive
fiona,apple,phoebe,bridgers,brittany,howard,potter,sister,trio,haim,big,thief,Left,-0.5,0.0,0.105,0.895,285,Negative
”,“,shameika,”,maybe,crown,bunch,apple,builds,incredibly,affecting,record,Left,0.0,0.0,0.0,1.0,3153,Neutral
way,blends,trap,california,cool,squeaking,elastic,syllables,“,box,”,weirder,Left,-0.1,0.074,0.122,0.804,175,Negative
three,female,solo,artists,fiona,apple,bridgers,brittany,howard,grace,potter,sister,Left,0.4,0.088,0.0,0.912,747,Positive
kindness,support,older,girl,grade,school,bullied,“,shamieka,said,potential,”,Left,0.2,0.164,0.118,0.718,347,Positive
shamieka,said,potential,”,apple,reassures,throughout,song,connects,disparate,songs—and,makes,Left,0.4,0.082,0.0,0.918,747,Positive
record,fuzzy,recollection,kindness,support,older,grade,school,she,bullied,“,shamieka,Left,0.2,0.159,0.115,0.726,347,Positive
cult,slides,sunglasses,bottega,veneta,bag,hedi,slimane,gold,bracelet,right,arm,Left,0.0,0.0,0.0,1.0,3153,Neutral
slides,sunglasses,bottega,veneta,bag,celine,slimane,gold,bracelet,right,arm,throughout,Left,0.0,0.0,0.0,1.0,3153,Neutral
girl,”,alongside,beyoncé,wizkid,blue,lion,king,gift,mostly,though,credits,Left,0.7,0.167,0.0,0.833,361,Positive
melodic,hip,hop,collaborations,artists,like,baby,release,his,third,album,world,Left,0.4,0.079,0.0,0.921,747,Positive
appears,black,anthem,“,brown,skin,”,alongside,beyoncé,wizkid,blue,ivy,Left,0.0,0.0,0.0,1.0,3153,Neutral
john,she,soon,called,him,mary,soon,called,sweetie,,,,Left,0.5,0.099,0.0,0.901,568,Positive
fantasticks,unlikely,lover,show,tunes,needed,lead,’,stand,him,nurse,would,Left,0.6,0.119,0.0,0.881,517,Positive
his,john,she,soon,called,him,jane,soon,called,sweetie,,,Left,0.5,0.099,0.0,0.901,568,Positive
turned,heads,she,sang,“,salve,”,sunday,mass,she,’,remain,Left,0.0,0.0,0.0,1.0,3153,Neutral
worked,first,nursing,home,another,evenings,returned,home,served,us,children,tuna,Left,0.0,0.0,0.0,1.0,3153,Neutral
mother,came,home,told,father,old,longtime,resident,home,woman,kind,patrician,Left,0.5,0.105,0.0,0.895,568,Positive
strip,club,rap,world,held,breath,,,,,,,Left,0.0,0.0,0.0,1.0,3153,Neutral
tragic,deaths,“,shit,king,shit,b,shit,nipsey,hussle,shit,motherfucking,Left,-1.0,0.0,0.491,0.509,2,Negative
world,back,real,back,she,’,she,’,mend,lot,going,new,Left,0.0,0.0,0.0,1.0,3153,Neutral
timbaland,swizz,beatz,snoop,dmx,patti,low,key,competitions,among,friends,jeezy,Left,0.2,0.093,0.063,0.843,347,Positive
hip,hop,history,first,know,fiancée,recently,health,scare,she,she,’,Left,-0.5,0.0,0.103,0.897,285,Negative
’,thought,leader,recent,guest,tamika,show,talk,people,went,roads,success,Left,0.6,0.117,0.0,0.883,517,Positive
started,timbaland,swizz,beatz,snoop,dmx,gladys,low,key,competitions,among,friends,Left,0.2,0.093,0.063,0.843,347,Positive
know,fiancée,jeannie,recently,health,scare,she,’,good,thank,asking,she,Left,0.3,0.156,0.092,0.751,461,Positive
lil,baby—mostly,utilize,term,suffix,kash,asian,doll,dream,doll,cuban,doll,Left,0.2,0.065,0.0,0.935,347,Positive
laden,”,ask—does,anyone,whispers,hitler,’,westside,gunn,whole,mixtape,series,Left,0.0,0.0,0.0,1.0,3153,Neutral
thing,mixtapes,2000s,jadakiss,branded,qaeda,juelz,santana,grandly,unbelievably,boasted,“,Left,0.0,0.0,0.0,1.0,3153,Neutral
jb,binladen,chicago,far,tell,affiliated,zay,osama,blanco,laden,guy,found,Left,0.0,0.0,0.0,1.0,3153,Neutral
classic,trope,though,babies—dababy,bhad,bhabie,baby,sahbabii,lil,baby—mostly,utilize,term,Left,0.0,0.0,0.0,1.0,3153,Neutral
angeles,spell,rapper,returned,his,native,moving,upscale,buckhead,neighborhood,fellow,rapper,Left,0.0,0.0,0.0,1.0,3153,Neutral
serious,music,found,little,time,anything,“,got,older,started,smoking,weed,Left,-0.1,0.0,0.044,0.956,175,Negative
secretive,his,sophomore,studio,album,whole,red,set,released,ap,rocky,label,Left,0.0,0.0,0.0,1.0,3153,Neutral
think,album,probably,back,bullshit,huge,dilla,think,dilla,probably,top,three,Left,-0.2,0.117,0.109,0.774,240,Negative
asked,preem,beat,preem,told,think,holler,back,him,sometime,september,felt,Left,0.0,0.0,0.0,1.0,3153,Neutral
fight,serious,aggressively,accountable,way,tamika,mysonne,whole,family,movement,mobilization,organization,Left,-0.6,0.0,0.187,0.813,242,Negative
age,tuned,watch,“,fresh,prince,air,reunion,”,hbo,max,past,Left,0.3,0.078,0.0,0.922,461,Positive
based,his,life,growing,watts,uprooted,hills,teenager,jones,considering,joining,project,Left,0.2,0.055,0.0,0.945,347,Positive
speak,could,somehow,become,core,anything,encountered,formative,years,recognition,peculiar,fact,Left,0.2,0.052,0.0,0.948,347,Positive
television,ads,drive,point,home,much,according,politico,report,early,october,democrats,Left,0.0,0.0,0.0,1.0,3153,Neutral
votes,margin,padded,huge,swing,toward,,,,,,,Left,0.3,0.073,0.0,0.927,461,Positive
swing,toward,president,miami,dade,county,clinton,percent,biden,carried,points,“,Left,0.0,0.0,0.0,1.0,3153,Neutral
strong,“,red,baiting,works,”,gilmer,told,early,night,moments,introducing,Left,0.5,0.109,0.0,0.891,568,Positive
point,cloth,mask,order,heard,hectic,remix,filling,area,sat,table,flanked,Left,0.0,0.0,0.0,1.0,3153,Neutral
loom,large,“,right,works,”,continued,“,try,polarize,people,around,Left,-0.2,0.0,0.068,0.932,240,Negative
gilmer,told,early,night,moments,introducing,year,old,co,director,dream,defenders,Left,0.3,0.105,0.0,0.895,461,Positive
interviews,subtweets,scuffles,respective,crews,streets,death,nick,love,former,vp,marketing,Left,0.5,0.185,0.103,0.712,568,Positive
“,original,flyer,promoting,cheesy,old,pixel,design,figured,random,person,online,Left,0.6,0.151,0.0,0.849,517,Positive
