Left Political,Left Emotional,Right Political,Right Emotional,Window Size
luxemburg,notice,rome,cage,5
luxemburg,interested,rome,notebook,5
anarchism,movie,economic,tribute,5
parsons,attest,police,meandering,5
evolutionary,comedy,space,gallant,5
development,comedy,announcement,hidden,5
communist,film,land,abstract,5
party,fireman,sustainable,dream,5
equality,love,start,backwards,5
marriage,song,roll,hidden,5
marxism,record,offensive,wheels,5
feminism,documentary,conference,true,5
young,message,pac,breakfast,5
young,song,pac,fabric,5
marriage,lyric,money,backwards,5
social,father,judge,messenger,5
liberation,hammer,penalty,words,5
union,pad,johnson,cage,5
socialist,shortly,spring,lost,5
feminism,gather,gift,sequence,5
equality,grand,special,plate,5
defense,living,country,shame,5
goldman,room,proponent,riding,5
goldman,arrest,country,century,5
suffrage,unreliable,production,concluding,5
socialism,surprising,research,note,5
luxemburg,direction,woods,detail,5
luxemburg,weapon,gift,shelf,5
suffrage,chess,young,love,5
class,teacher,young,thinking,5
manifesto,saint,pandemic,consult,5
radical,mention,performance,archive,5
liberation,apartment,firm,contact,5
social,neighborhood,review,fortnightly,5
subversion,beer,rate,received,5
community,cover,social,archive,5
race,song,media,hurt,5
class,attention,credits,detail,5
work,defend,winter,waltz,5
liberation,feel,young,verse,5
violence,dancer,young,hospital,5
rape,dancer,level,infection,5
racism,amateur,chief,true,5
question,painter,criminal,breakfast,5
local,wife,cross,brown,5
strike,music,country,mother,5
council,scene,grandfather,love,5
unions,stripped,left,extremely,5
local,dried,grandfather,friend,5
east,mother,grandfather,accord,5
business,teacher,health,shot,5
workers,saint,health,rocket,5
income,poignant,head,propelled,5
original,cover,toward,grenade,5
original,hell,head,hold,5
work,beer,south,dialect,5
ideology,vineyard,toward,defensive,5
revolution,electric,college,warranted,5
revolution,hold,game,grip,5
assembly,musical,free,sentinel,5
workers,loft,general,ink,5
focus,inspired,election,sweat,5
class,dive,rate,killing,5
struggle,band,canvassing,beastly,5
constitution,hobby,laws,vernacular,5
society,mother,registration,magma,5
capitalism,hold,hearing,morning,5
place,released,chief,god,5
capitalism,feature,criminal,vague,5
basic,band,press,small,5
free,virtually,press,wet,5
association,joining,chief,heart,5
question,final,review,drama,5
traditional,earth,insider,sweet,5
revolutionary,sincere,reading,mourning,5
theory,root,community,received,5
review,rent,cultural,knoll,5
empire,hundred,reading,wet,5
united,anxiety,floating,playground,5
video,dinner,press,flesh,5
views,final,press,overhead,5
administration,effort,school,broken,5
power,officer,online,vowel,5
biden,queen,organization,possibility,5
iran,creek,call,fortnightly,5
hand,superintendent,hand,porcelain,5
resolution,food,supreme,pamphlet,5
parliament,queen,court,note,5
powers,creek,justice,mirror,5
double,mother,free,birthday,5
east,received,executive,notoriety,5
political,program,donor,talent,5
political,mother,press,saving,5
opposition,committed,report,pushing,5
legal,suicide,work,hour,5
points,hospital,press,sand,5
favoured,resident,call,silver,5
political,forthcoming,public,passing,5
political,mother,affairs,prey,5
inflation,teacher,public,whispered,5
leader,legislator,affairs,prey,5
united,request,voice,whispered,5
kingdom,sponsor,garden,eagle,5
japan,point,planned,landed,5
australia,mother,volunteers,passing,5
subjects,valley,local,conversation,5
property,corona,volunteers,refreshing,5
wealth,repeated,united,fluidity,5
hegel,spoke,states,twisted,5
economics,point,positions,music,5
public,turn,representatives,urgent,5
policy,accompany,area,ball,5
single,feel,area,dump,5
usa,suicide,trade,gorgeous,5
workers,visit,general,stupid,5
assembly,happy,general,wife,5
protection,pretty,army,passing,5
measures,fair,pac,easy,5
measures,hungry,pac,hundred,5
strikes,fish,virtual,garish,5
usa,flour,race,style,5
workers,shrimp,court,blond,5
assembly,holding,weapons,butter,5
production,beam,violations,marmalade,5
industrial,obtuse,office,beauty,5
production,superior,court,fortnightly,5
industrial,wearing,defense,burden,5
basque,calf,court,earth,5
national,leather,judge,weight,5
national,overalls,chief,assistance,5
anthem,beam,criminal,touched,5
place,dame,death,flesh,5
legal,tavern,responsibility,frozen,5
illegal,fellow,death,repent,5
abortion,oak,court,comment,5
solution,print,court,version,5
capitalism,collar,judge,portrait,5
biden,eighty,police,senior,5
working,shed,home,resigned,5
overtime,pile,rape,admitting,5
climate,tumor,court,resigned,5
congress,mother,judge,admitting,5
general,wife,work,shock,5
election,room,single,professor,5
voter,mother,production,borrow,5
fraud,road,reading,vivid,5
jobs,gap,horse,spleen,5
article,frontier,world,classics,5
report,trail,left,tact,5
prime,wife,election,sympathy,5
trump,mustard,interest,written,5
political,pretending,controversy,role,5
political,rug,founding,predecessor,5
press,beam,force,spend,5
secretary,daughter,crown,summer,5
official,colonel,commune,disabled,5
progressive,opera,nature,dream,5
activist,singer,deep,ultimately,5
press,apparatus,green,father,5
secretary,mess,peace,legacy,5
official,stir,street,naval,5
progressive,light,land,station,5
democrats,tart,property,flight,5
senate,seasoned,accounts,instructor,5
nationalist,upper,accounts,twenty,5
mask,lower,free,grateful,5
normal,crust,reading,provided,5
appearance,pie,hate,father,5
action,pan,press,triple,5
church,heap,reading,daughter,5
constitution,butter,place,captain,5
upcoming,cover,left,flight,5
senate,crust,executive,accident,5
elections,tree,poll,supporting,5
media,boon,democratic,happy,5
right,spite,rally,palm,5
wing,slip,legal,beach,5
support,tongue,bull,palm,5
republican,guide,trump,beach,5
radio,farmer,republican,award,5
senate,decent,vice,regional,5
republican,crust,vice,teacher,5
senators,real,president,award,5
issues,meat,press,shape,5
issues,tart,biden,teacher,5
mail,interesting,politics,application,5
operation,significant,work,write,5
senate,joy,nation,total,5
elections,cooking,conflict,late,5
senate,cooking,civil,recent,5
home,mention,rights,associate,5
right,pie,trump,professor,5
wing,tasty,trump,hospital,5
radio,feel,incumbent,typically,5
central,tender,president,theme,5
conservative,casual,biden,grade,5
constitution,plain,vice,release,5
radio,standard,president,severance,5
chief,guide,president,financial,5
conservative,farmer,press,officer,5
radio,decent,secretary,banner,5
chief,pie,stage,mesa,5
conservative,curl,biden,variance,5
democratic,forehead,election,program,5
michigan,excellent,democracy,gathering,5
democratic,digestion,biden,emulate,5
appearance,fly,immigrants,mesa,5
immunity,bodily,immigrants,banner,5
legal,gas,vice,banner,5
president,beach,presidency,specific,5
biden,fairly,general,finch,5
voting,quality,trump,bus,5
systems,apparently,south,holiday,5
hand,drawing,trump,island,5
recount,firm,republicans,holiday,5
paper,ornamented,south,compost,5
foreign,printing,trump,location,5
elections,foil,trump,storage,5
venezuela,soup,term,physical,5
dominion,provided,press,ability,5
republicans,average,south,clerk,5
dominion,frozen,trump,recorder,5
order,galloping,extraordinary,noted,5
paper,ready,presidency,release,5
speaker,items,republicans,disappointed,5
senate,illustration,republican,player,5
count,inadvertent,states,sophomore,5
vote,mother,michigan,quarter,5
trump,matter,bush,arena,5
election,feed,trump,guard,5
listening,equally,bush,bucket,5
senate,ancient,call,bounds,5
republican,dinner,winner,sophomore,5
representative,meat,election,coach,5
election,clean,biden,interview,5
trump,feed,incumbent,basket,5
campaign,equally,count,frost,5
campaign,ancient,commission,remaining,5
trump,smile,home,summit,5
cruz,picture,net,player,5
republican,dignity,review,reported,5
politicians,suburban,general,airport,5
working,hopes,election,conjunction,5
working,darling,review,series,5
trump,assorted,commission,picture,5
secretary,factory,charter,mother,5
court,circle,review,statement,5
theory,morning,commission,theme,5
video,bridal,gain,courier,5
trump,darling,nationwide,crying,5
covid,assorted,gain,pain,5
coronavirus,scene,pandemic,bleeding,5
theory,movie,seeking,repeated,5
video,superstar,aid,instructions,5
television,gown,elections,slide,5
media,arcade,response,physical,5
social,bisexual,vaccine,demonstration,5
welfare,daughter,candidate,slide,5
democracy,movie,chief,pursuing,5
interest,naked,global,peninsula,5
world,alive,market,statement,5
trump,stand,strategist,creek,5
speech,shove,energy,grand,5
trump,fork,rally,final,5
members,shout,global,flying,5
members,grey,economy,porch,5
conservative,superstar,development,brown,5
away,wild,united,picture,5
figures,pain,president,friend,5
defense,stand,usual,hopes,5
mask,pump,michigan,omen,5
authoritarian,display,voter,statement,5
defense,limb,fraud,important,5
paper,worse,election,cocktail,5
grass,delirious,voting,competitor,5
group,limb,dominion,progress,5
pipeline,physical,voter,ability,5
pipeline,disturbed,fraud,simulation,5
export,homework,biden,real,5
biden,present,trump,note,5
trump,pug,press,quantum,5
reading,counselor,propaganda,tackle,5
health,worse,game,construction,5
fracking,cut,trump,written,5
east,words,senate,progress,5
pipeline,homework,defeat,swimming,5
fracking,doctor,left,ability,5
nature,magnificent,trump,bother,5
fracking,behold,action,gospel,5
oil,hidden,presidential,notably,5
energy,grief,president,orthodox,5
economy,expected,trump,forget,5
press,underneath,defeat,compliance,5
secretary,remember,defeat,adherence,5
massive,wife,south,share,5
loss,calling,process,pilot,5
jobs,hospital,pardon,explore,5
economy,medical,pardon,ethical,5
western,equipment,justice,pepper,5
western,boiling,fbi,palm,5
natural,kind,fbi,beads,5
problem,honest,president,materials,5
conservative,trick,trump,point,5
mental,sudden,senator,statue,5
health,ended,senator,center,5
issue,loop,cruz,statue,5
nationalist,loop,wants,delegation,5
mental,cracked,audience,round,5
health,baroque,fund,statement,5
nation,catalog,trump,remaining,5
youth,nature,president,read,5
prime,thaw,press,piles,5
media,mouthpiece,conference,junk,5
violence,defended,tradition,teeth,5
cable,hangman,tradition,suspicion,5
work,partner,radical,heartfelt,5
country,naturally,left,note,5
home,sentence,media,undying,5
report,execution,survey,love,5
office,effectually,question,married,5
death,scourge,race,wonderful,5
problem,hire,alexandria,beautiful,5
chief,infant,states,happy,5
group,weeping,unprecedented,love,5
executive,incense,spending,manage,5
identity,guitar,legislative,period,5
simple,underground,exchange,virus,5
identity,dozen,legislative,spread,5
death,blood,exchange,princess,5
right,clothes,council,princess,5
gop,concert,president,queen,5
suit,village,democrats,mother,5
press,famous,republicans,read,5
conference,ovation,deep,cartel,5
armed,tempered,democrats,silly,5
radio,beautiful,thought,pretty,5
approach,mournful,gain,silly,5
opportunity,ballad,race,married,5
transgender,cash,race,beautiful,5
student,steps,survey,sign,5
school,topical,question,message,5
local,folk,race,defend,5
trump,singer,alexandria,peaceful,5
trump,father,states,external,5
rally,badly,unprecedented,unwarranted,5
competition,dozen,spending,diplomatic,5
gay,trio,legislative,envoy,5
gay,silky,exchange,march,5
president,variations,legislative,carried,5
vice,blind,exchange,airline,5
president,lemon,council,launch,5
vice,starvation,president,scientific,5
president,respects,democrats,electricity,5
vice,incense,republicans,break,5
president,guitar,deep,oxygen,5
right,stone,democrats,hydrogen,5
wing,microphone,thought,fuel,5
background,task,gain,read,5
action,colored,race,shine,5
radio,write,race,ocean,5
abortion,song,race,perfect,5
ban,dust,alexandria,visit,5
conservative,vision,states,island,5
majority,nature,unprecedented,archipelago,5
supreme,rebel,spending,isolation,5
court,visit,legislative,tiger,5
intent,fraction,exchange,beauty,5
law,refrain,legislative,afford,5
clear,child,exchange,lavish,5
abortion,raised,council,villa,5
ban,movie,president,adorable,5
ban,ended,democrats,qualities,5
abortion,killing,republicans,god,5
ban,classic,deep,passionate,5
whole,ending,democrats,corner,5
health,classic,thought,character,5
election,wear,gain,splash,5
victory,knife,race,airport,5
michigan,contribute,race,spotted,5
trump,provided,issues,covered,5
trump,gold,issues,tinsel,5
victory,trooper,law,tinsel,5
michigan,produced,law,tinsel,5
opinion,lees,space,paternity,5
media,giant,slate,granted,5
post,sneakers,michigan,permission,5
wall,bomb,gop,cricket,5
street,hail,secretary,ground,5
street,car,trump,series,5
group,slap,political,cricket,5
college,thump,political,ground,5
gender,educated,law,final,5
address,guts,michigan,plan,5
topic,easy,legal,feel,5
organizations,matter,legal,overwhelmed,5
address,sound,judge,potential,5
topic,passing,community,earlier,5
address,morning,justices,team,5
topic,room,split,measured,5
call,bomb,progressive,dependent,5
action,hail,justice,study,5
community,buried,media,published,5
republican,damp,truth,journal,5
judge,soil,trump,finch,5
supreme,provided,recession,captain,5
post,alive,international,trot,5
intervention,worse,monetary,eye,5
country,smiling,fund,memorial,5
confirmation,fort,michigan,encompass,5
order,fort,september,cost,5
side,harbor,states,chunk,5
research,role,pandemic,wind,5
reveal,message,security,chronicle,5
wall,pigeon,security,alive,5
street,wife,whole,movie,5
health,opposite,forces,widely,5
wall,brilliant,gridlock,rudimentary,5
street,horror,gridlock,history,5
single,harbor,appropriations,newspaper,5
question,opposite,committee,professor,5
issues,holding,members,newspaper,5
issues,demanding,members,professor,5
single,absinthe,relationship,glowing,5
question,found,relationship,movie,5
rights,niche,wales,widely,5
health,twenty,wales,movie,5
rights,opposite,negative,history,5
